iter	MultiClass
123	0.0008324591622
124	0.000820909016
125	0.0008061965781
126	0.0007907476712
127	0.0007751513103
128	0.0007638648846
129	0.0007511708515
130	0.0007390269743
131	0.0007293318216
132	0.0007148762493
133	0.0007039626077
134	0.0006912914817
135	0.0006801964786
136	0.0006693311117
137	0.000659972362
138	0.000650384156
139	0.0006422960933
140	0.0006334185923
141	0.0006261532987
142	0.0006175484605
143	0.0006092727949
144	0.0006013965987
145	0.0005934353596
146	0.0005852930539
147	0.0005779634956
148	0.0005714674439
149	0.0005643694169
150	0.0005576024808
151	0.0005510509411
152	0.0005448353628
153	0.0005385528536
154	0.0005317070682
155	0.0005258729086
156	0.0005202461938
157	0.0005146649683
158	0.0005095724256
159	0.0005043106778
160	0.000499206373
161	0.0004940858011
162	0.0004892889826
163	0.0004845148422
164	0.0004799748488
165	0.0004754751366
166	0.0004710648821
167	0.0004667675876
168	0.0004625383975
169	0.000458438407
170	0.0004544123217
171	0.0004504797427
172	0.0004466295108
173	0.0004428445027
174	0.0004391217065
175	0.0004354693368
176	0.0004319177426
177	0.0004285251505
178	0.0004251141029
179	0.0004217709906
180	0.0004185190716
181	0.000415304715
182	0.0004116670502
183	0.0004085854961
184	0.0004055585209
185	0.0004025268985
186	0.0003996112062
187	0.0003967510531
188	0.0003939419458
189	0.000391152952
190	0.0003883748337
191	0.0003857116877
192	0.0003830939956
193	0.0003805179846
194	0.0003779875271
195	0.0003754964752
196	0.0003730575249
197	0.0003705853889
198	0.0003681993383
199	0.0003658430508
200	0.0003635467063
201	0.0003612860853
202	0.0003590128362
203	0.0003568216078
204	0.0003546634687
205	0.0003524900063
206	0.0003503981986
207	0.0003483351287
208	0.0003463020404
209	0.0003442982236
210	0.000342322991
211	0.0003403774396
212	0.0003384591012
213	0.000336567355
214	0.0003346999177
215	0.0003328579468
216	0.0003310424957
217	0.0003292497431
218	0.0003274694259
219	0.0003257023222
220	0.0003239813391
221	0.0003222826127
222	0.0003205933618
223	0.0003189379004
224	0.0003173018961
225	0.0003156863909
226	0.0003140909649
227	0.000312516565
228	0.0003109613974
229	0.0003094237603
230	0.000307905935
231	0.0003064062211
232	0.0003049242654
233	0.0003034597241
234	0.000301764908
235	0.0003003369506
236	0.0002988922693
237	0.0002974971202
238	0.0002961165824
239	0.0002947515589
240	0.0002933794233
241	0.0002920145917
242	0.000290696043
243	0.0002893907906
244	0.000287879421
245	0.0002865914105
246	0.0002853312739
247	0.000283869823
248	0.0002826383395
249	0.0002814187164
250	0.0002802127299
251	0.0002790181964
252	0.0002778368499
253	0.0002766665682
254	0.0002755090444
255	0.0002743631317
256	0.0002732277339
257	0.0002721044877
258	0.0002709914114
259	0.0002698901039
260	0.0002687994979
261	0.0002677194236
262	0.0002666497148
263	0.0002655902093
264	0.0002645399249
265	0.0002634995496
266	0.0002624697326
267	0.0002614495032
268	0.0002604387157
269	0.0002594123662
270	0.0002584194848
271	0.0002574120173
272	0.0002564380222
273	0.0002554727789
274	0.0002545161591
275	0.0002535680372
276	0.0002526282902
277	0.0002516967973
278	0.0002507727398
279	0.0002498567185
280	0.0002489486195
281	0.0002480490063
282	0.0002471564105
283	0.0002462720688
284	0.0002453945471
285	0.0002445244108
286	0.000243662197
287	0.0002428071538
288	0.0002419585585
289	0.0002411175735
290	0.0002402834732
291	0.0002394561658
292	0.0002386355612
293	0.0002378209763
294	0.0002370135198
295	0.0002362119233
296	0.0002354166978
297	0.0002346283303
298	0.0002338455947
299	0.0002330689875
300	0.000232298982
301	0.0002315349387
302	0.0002307779438
303	0.0002300250514
304	0.0002292784414
305	0.0002285369758
306	0.0002278016405
307	0.0002270718363
308	0.0002263474956
309	0.0002256285518
310	0.0002249149397
311	0.0002242065951
312	0.0002235029623
313	0.0002228049687
314	0.0002221120561
315	0.0002214241646
316	0.0002207412351
317	0.0002200632094
318	0.0002193895642
319	0.0002187207184
320	0.0002180566166
321	0.0002173976563
322	0.0002167313335
323	0.000216081209
324	0.0002154356145
325	0.0002147944988
326	0.0002141578114
327	0.0002135255027
328	0.0002128979461
329	0.000212274245
330	0.0002116547784
331	0.0002110399103
332	0.0002104291768
333	0.0002098225329
334	0.0002092195339
335	0.0002086209402
336	0.0002080259116
337	0.0002074351957
338	0.0002068479677
339	0.0002062649625
340	0.0002055823191
341	0.0002050075186
342	0.0002044364243
343	0.0002038686276
344	0.0002033048333
345	0.0002027446309
346	0.0002021876226
347	0.0002016344964
348	0.0002010844978
349	0.0002005383038
350	0.000199995173
351	0.0001994393748
352	0.0001989034239
353	0.0001983704422
354	0.0001978410787
355	0.0001973146244
356	0.000196791718
357	0.0001962719912
358	0.0001957554126
359	0.0001952327316
360	0.0001947224088
361	0.0001942151427
362	0.0001937109037
363	0.0001932093485
364	0.0001927107676
365	0.0001922154412
366	0.0001917230276
367	0.0001912334991
368	0.0001907380607
369	0.0001902542681
370	0.0001897732795
371	0.0001892950687
372	0.0001888193163
373	0.000188346295
374	0.0001878762677
375	0.0001874089167
376	0.0001869442174
377	0.0001864818632
378	0.0001860221168
379	0.0001855652323
380	0.0001851109043
381	0.0001846591097
382	0.0001841286951
383	0.0001836820728
384	0.0001832381836
385	0.0001827967346
386	0.0001823577041
387	0.0001819208092
388	0.0001814865538
389	0.0001810546536
390	0.0001806248323
391	0.0001801975832
392	0.0001797726284
393	0.0001793496977
394	0.0001789290257
395	0.0001785108394
396	0.0001780948696
397	0.0001776810974
398	0.0001772695042
399	0.0001768598314
400	0.0001764523043
401	0.0001760471413
402	0.0001756440846
403	0.0001752428836
404	0.0001748437573
405	0.0001744469182
406	0.0001740521163
407	0.0001736591082
408	0.0001732681071
409	0.0001728793199
410	0.0001724925037
411	0.0001721032606
412	0.0001717203612
413	0.0001713391677
414	0.0001709598851
415	0.0001705827123
416	0.0001702074168
417	0.0001698339837
418	0.0001694621879
419	0.0001690924365
420	0.0001687242962
421	0.0001683579627
422	0.0001679936262
423	0.0001675653772
424	0.0001672048916
425	0.0001668459514
426	0.0001664889449
427	0.0001661244872
428	0.0001657709466
429	0.0001654189027
430	0.0001650687344
431	0.0001647202322
432	0.0001643050327
433	0.0001639599518
434	0.0001636164994
435	0.0001632748506
436	0.0001629348035
437	0.0001625961608
438	0.0001622590983
439	0.0001619237866
440	0.0001615900292
441	0.0001612578145
442	0.0001609271311
443	0.0001605979677
444	0.0001602703131
445	0.0001599441564
446	0.0001596193114
447	0.0001592959446
448	0.000158974218
449	0.0001584012286
450	0.0001580835337
451	0.0001577672644
452	0.0001574524103
453	0.0001571389614
454	0.0001568267419
455	0.0001565159097
456	0.000156206455
457	0.000155898368
458	0.000155591639
459	0.0001552864188
460	0.0001549825357
461	0.0001546799802
462	0.000154378743
463	0.0001540786585
464	0.000153779876
465	0.0001534825411
466	0.0001531864885
467	0.0001528917093
468	0.0001525980427
469	0.000152305785
470	0.0001520147746
471	0.0001517248539
472	0.0001514363138
473	0.0001511489958
474	0.000150862745
475	0.0001505778475
476	0.0001502941476
477	0.0001500116373
478	0.0001496824657
479	0.000149402507
480	0.0001491237128
481	0.0001488460756
482	0.0001485695875
483	0.000148294241
484	0.0001480200287
485	0.0001477468052
486	0.0001474748396
487	0.0001472039859
488	0.000146934237
489	0.0001466654509
490	0.0001463978907
491	0.0001461314139
492	0.0001458660135
493	0.0001456015508
494	0.0001453382832
495	0.0001450760714
496	0.000144814779
497	0.0001445545305
498	0.0001442954473
499	0.0001440373932
500	0.0001437803619
501	0.0001435243467
502	0.000143269216
503	0.0001430150902
504	0.000142761963
505	0.0001425099513
506	0.0001422588019
507	0.0001420087543
508	0.0001417596793
509	0.0001415115709
510	0.0001412644231
511	0.0001410181106
512	0.0001407727484
513	0.0001405284483
514	0.0001402850856
515	0.0001400426543
516	0.0001398011489
517	0.0001395605637
518	0.0001393207782
519	0.0001390820175
520	0.0001388441603
521	0.0001386070883
522	0.0001383709103
523	0.000138135621
524	0.0001379012151
525	0.0001376676873
526	0.0001374350324
527	0.0001372033545
528	0.000136972538
529	0.0001367425778
530	0.0001365133611
531	0.000136285099
532	0.0001360575715
533	0.0001358309876
534	0.0001356051297
535	0.0001353802043
536	0.0001351561008
537	0.0001349328144
538	0.0001346694181
539	0.0001344477942
540	0.0001342270756
541	0.0001340070529
542	0.0001337879252
543	0.0001335694855
544	0.0001333519307
545	0.0001331351553
546	0.0001329190559
547	0.0001327037282
548	0.0001324892657
549	0.0001322755651
550	0.0001320626222
551	0.0001318503361
552	0.0001316197641
553	0.0001314090468
554	0.0001311991659
555	0.0001309899266
556	0.0001307815145
557	0.0001305738305
558	0.0001303667773
559	0.0001301605378
560	0.0001299549221
561	0.0001297068146
562	0.0001295027677
563	0.000129299516
564	0.0001290968736
565	0.000128894928
566	0.0001286936753
567	0.0001284931119
568	0.0001282933224
569	0.0001280942137
570	0.0001278957822
571	0.0001276979371
572	0.0001275008495
573	0.0001273044282
574	0.0001271086698
575	0.0001269135705
576	0.000126719127
577	0.0001265252509
578	0.0001263320245
579	0.0001261395281
580	0.0001259475901
581	0.0001257563745
582	0.0001255657941
583	0.0001253757632
584	0.0001251864435
585	0.000124997749
586	0.0001248095954
587	0.0001246220612
588	0.0001244352236
589	0.0001242489984
590	0.0001240315746
591	0.000123846666
592	0.0001236623597
593	0.0001234786526
594	0.0001232955416
595	0.0001231129458
596	0.0001229309409
597	0.0001227496007
598	0.0001225687679
599	0.0001223885932
600	0.0001222089966
601	0.0001220298994
602	0.0001218514506
603	0.0001216735712
604	0.0001214961835
605	0.0001213194346
606	0.0001211431724
607	0.0001209675426
608	0.0001207923947
609	0.0001206178729
610	0.0001204439008
611	0.0001202704756
612	0.0001200975226
613	0.0001199251835
614	0.0001197533833
615	0.0001195821193
616	0.0001194113889
617	0.0001192411189
618	0.000119071448
619	0.0001188990495
620	0.0001187304372
621	0.0001185312986
622	0.0001183637491
623	0.0001181967838
624	0.0001180302628
625	0.0001178643205
626	0.0001176988858
627	0.0001175339562
628	0.0001173694623
629	0.000117205536
630	0.0001170420412
631	0.0001168790424
632	0.0001167166033
633	0.0001165545894
634	0.0001163931298
635	0.0001162320914
636	0.0001160715373
637	0.0001159115298
638	0.0001157519373
639	0.0001155928863
640	0.0001154342464
641	0.0001152761429
642	0.0001151184466
643	0.0001149612817
644	0.0001148045827
645	0.0001146482852
646	0.0001144787445
647	0.0001143234129
648	0.0001141468844
649	0.0001139925352
650	0.0001138386996
651	0.0001136171352
652	0.0001134643332
653	0.000113311977
654	0.0001131320129
655	0.000112980681
656	0.0001128297879
657	0.0001126792728
658	0.0001125291932
659	0.0001123539063
660	0.0001122047636
661	0.0001120561077
662	0.000111907821
663	0.0001117599596
664	0.0001116125215
665	0.0001114655617
666	0.000111196993
667	0.0001110511602
668	0.0001109057415
669	0.0001107607909
670	0.0001106162503
671	0.0001104720627
672	0.000110328337
673	0.0001101849611
674	0.0001100419886
675	0.0001098994175
676	0.0001097572462
677	0.0001094985697
678	0.0001093575192
679	0.0001092169148
680	0.0001090767013
681	0.0001089368243
682	0.0001087973351
683	0.0001086582322
684	0.0001085195657
685	0.0001083812817
686	0.0001082433268
687	0.0001081058029
688	0.0001079686564
689	0.0001078318858
690	0.0001076954386
691	0.0001075593644
692	0.0001074236616
693	0.0001072883789
694	0.000107153414
695	0.0001069589781
696	0.0001068249531
697	0.0001066912905
698	0.0001065579889
699	0.0001064249978
700	0.0001062924137
701	0.0001061601374
702	0.0001060282647
703	0.0001058967453
704	0.0001057655299
705	0.000105634713
706	0.0001055041975
707	0.0001053740772
708	0.0001052442558
709	0.0001051148263
710	0.0001049857399
711	0.0001048569486
712	0.0001047285444
713	0.0001046004328
714	0.0001044727051
715	0.0001043452676
716	0.000104218165
717	0.0001040913962
718	0.0001039649597
719	0.0001038388541
720	0.000103713078
721	0.0001035876302
722	0.0001034625092
723	0.0001033377582
724	0.0001032132868
725	0.0001030891383
726	0.0001029653113
727	0.0001028418484
728	0.0001027187041
729	0.0001025958772
730	0.0001024733229
731	0.000102351127
732	0.0001022292015
733	0.0001021075886
734	0.0001019862871
735	0.0001018653381
736	0.0001017446552
737	0.00010162428
738	0.0001015042531
739	0.000101384531
740	0.0001012650708
741	0.0001011459549
742	0.0001010271401
743	0.0001009086254
744	0.0001007903684
745	0.0001006724502
746	0.0001005269586
747	0.000100409701
748	0.0001002926969
749	0.0001001543237
750	0.000100037957
751	9.992192072e-05
752	9.980617355e-05
753	9.969071432e-05
754	9.957554191e-05
755	9.94606552e-05
756	9.934605308e-05
757	9.923173444e-05
758	9.91176982e-05
759	9.900390439e-05
760	9.889042979e-05
761	9.877719574e-05
762	9.866427845e-05
763	9.855163815e-05
764	9.84392356e-05
765	9.83271462e-05
766	9.821529273e-05
767	9.81037123e-05
768	9.799240386e-05
769	9.788136638e-05
770	9.774703136e-05
771	9.763662568e-05
772	9.752645036e-05
773	9.741654168e-05
774	9.730689864e-05
775	9.719755683e-05
776	9.70884419e-05
777	9.697962595e-05
778	9.687103516e-05
779	9.676274111e-05
780	9.665470648e-05
781	9.654689447e-05
782	9.643934019e-05
783	9.633204269e-05
784	9.6225001e-05
785	9.611821417e-05
786	9.601168126e-05
787	9.590540131e-05
788	9.579940828e-05
789	9.560720458e-05
790	9.550188229e-05
791	9.539684291e-05
792	9.529205083e-05
793	9.517947049e-05
794	9.507519074e-05
795	9.497112156e-05
796	9.486733004e-05
797	9.476378124e-05
798	9.466047428e-05
799	9.45573748e-05
800	9.445451563e-05
801	9.435189589e-05
802	9.424954781e-05
803	9.412564163e-05
804	9.402381696e-05
805	9.392222786e-05
806	9.382087347e-05
807	9.371975294e-05
808	9.361886543e-05
809	9.351817776e-05
810	9.341775388e-05
811	9.33175284e-05
812	9.319624169e-05
813	9.309655468e-05
814	9.299709555e-05
815	9.289786347e-05
816	9.279885765e-05
817	9.270004579e-05
818	9.260145879e-05
819	9.250309585e-05
820	9.240495617e-05
821	9.230703896e-05
822	9.220934344e-05
823	9.211186881e-05
824	9.201461431e-05
825	9.191757914e-05
826	9.182076255e-05
827	9.172419412e-05
828	9.162202991e-05
829	9.152590831e-05
830	9.142997192e-05
831	9.133428018e-05
832	9.12388022e-05
833	9.114350747e-05
834	9.097194387e-05
835	9.087724432e-05
836	9.078275517e-05
837	9.068847568e-05
838	9.059443427e-05
839	9.050060088e-05
840	9.040694583e-05
841	9.031349755e-05
842	9.02202841e-05
843	9.012724714e-05
844	9.00344434e-05
845	8.994181494e-05
846	8.984941811e-05
847	8.975719535e-05
848	8.966517445e-05
849	8.957338281e-05
850	8.948176346e-05
851	8.939037183e-05
852	8.929917912e-05
853	8.920818468e-05
854	8.911738783e-05
855	8.902678789e-05
856	8.893638421e-05
857	8.884614873e-05
858	8.875610835e-05
859	8.866628963e-05
860	8.857663741e-05
861	8.848717833e-05
862	8.839791174e-05
863	8.830886385e-05
864	8.819893719e-05
865	8.811031504e-05
866	8.802188248e-05
867	8.79336389e-05
868	8.784558367e-05
869	8.77576898e-05
870	8.76699832e-05
871	8.758248941e-05
872	8.749515538e-05
873	8.740567049e-05
874	8.731873751e-05
875	8.723198853e-05
876	8.714542293e-05
877	8.705901445e-05
878	8.69728139e-05
879	8.688676943e-05
880	8.68009061e-05
881	8.664343077e-05
882	8.655810401e-05
883	8.647293085e-05
884	8.636978864e-05
885	8.62850085e-05
886	8.620040538e-05
887	8.611600347e-05
888	8.603175256e-05
889	8.594767695e-05
890	8.586377605e-05
891	8.570993424e-05
892	8.562652648e-05
893	8.547636572e-05
894	8.539344133e-05
895	8.523990101e-05
896	8.515748688e-05
897	8.507521823e-05
898	8.499311848e-05
899	8.491121072e-05
900	8.482944706e-05
901	8.47457554e-05
902	8.466435372e-05
903	8.458311809e-05
904	8.450204799e-05
905	8.442114289e-05
906	8.427427092e-05
907	8.419380573e-05
908	8.411350369e-05
909	8.403126246e-05
910	8.395128973e-05
911	8.387150132e-05
912	8.379185121e-05
913	8.371236169e-05
914	8.363303225e-05
915	8.355388481e-05
916	8.347487395e-05
917	8.339604396e-05
918	8.331737193e-05
919	8.323885734e-05
920	8.316047763e-05
921	8.308225452e-05
922	8.300418754e-05
923	8.292547236e-05
924	8.284195325e-05
925	8.276436588e-05
926	8.268695434e-05
927	8.259522465e-05
928	8.2518126e-05
929	8.244118e-05
930	8.235004093e-05
931	8.227342626e-05
932	8.219698403e-05
933	8.212067113e-05
934	8.204452962e-05
935	8.196853774e-05
936	8.189267401e-05
937	8.18113325e-05
938	8.173579883e-05
939	8.166039211e-05
940	8.158515361e-05
941	8.151004129e-05
942	8.143509617e-05
943	8.136027645e-05
944	8.128560241e-05
945	8.121109406e-05
946	8.113673038e-05
947	8.106251093e-05
948	8.098843528e-05
949	8.0914503e-05
950	8.084071366e-05
951	8.076706681e-05
952	8.069244771e-05
953	8.061908694e-05
954	8.054584745e-05
955	8.047274887e-05
956	8.039979079e-05
957	8.032699254e-05
958	8.025431411e-05
959	8.018179457e-05
960	8.010939415e-05
961	8.003597242e-05
962	7.996385087e-05
963	7.989188631e-05
964	7.982005881e-05
965	7.974834867e-05
966	7.967677489e-05
967	7.960535624e-05
968	7.953407305e-05
969	7.946290582e-05
970	7.939187336e-05
971	7.932099421e-05
972	7.925024893e-05
973	7.917961826e-05
974	7.910913957e-05
975	7.903877481e-05
976	7.896856115e-05
977	7.88984794e-05
978	7.882852918e-05
979	7.87587101e-05
980	7.868902177e-05
981	7.861946383e-05
982	7.855003589e-05
983	7.842394593e-05
984	7.834192258e-05
985	7.827301156e-05
986	7.820422867e-05
987	7.813557352e-05
988	7.806704576e-05
989	7.799862702e-05
990	7.793035298e-05
991	7.786218732e-05
992	7.779414769e-05
993	7.772625152e-05
994	7.765848056e-05
995	7.759083443e-05
996	7.75233128e-05
997	7.745591529e-05
998	7.738864157e-05
999	7.732147375e-05
